,passage,question,text
578,وإذ غدوت من أهلك تبوئ المؤمنين مقاعد للقتال والله سميع عليم. إذ همت طائفتان منكم أن تفشلا والله وليهما وعلى الله فليتوكل المؤمنون. ولقد نصركم الله ببدر وأنتم أذلة فاتقوا الله لعلكم تشكرون. إذ تقول للمؤمنين ألن يكفيكم أن يمدكم ربكم بثلاثة آلاف من الملائكة منزلين. بلى إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم ربكم بخمسة آلاف من الملائكة مسومين. وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به وما النصر إلا من عند الله العزيز الحكيم. ليقطع طرفا من الذين كفروا أو يكبتهم فينقلبوا خائبين. ليس لك من الأمر شيء أو يتوب عليهم أو يعذبهم فإنهم ظالمون. ولله ما في السماوات وما في الأرض يغفر لمن يشاء ويعذب من يشاء والله غفور رحيم.,من شارك في غزوة بدر؟,آلاف من الملائكة
579,وإذ غدوت من أهلك تبوئ المؤمنين مقاعد للقتال والله سميع عليم. إذ همت طائفتان منكم أن تفشلا والله وليهما وعلى الله فليتوكل المؤمنون. ولقد نصركم الله ببدر وأنتم أذلة فاتقوا الله لعلكم تشكرون. إذ تقول للمؤمنين ألن يكفيكم أن يمدكم ربكم بثلاثة آلاف من الملائكة منزلين. بلى إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم ربكم بخمسة آلاف من الملائكة مسومين. وما جعله الله إلا بشرى لكم ولتطمئن قلوبكم به وما النصر إلا من عند الله العزيز الحكيم. ليقطع طرفا من الذين كفروا أو يكبتهم فينقلبوا خائبين. ليس لك من الأمر شيء أو يتوب عليهم أو يعذبهم فإنهم ظالمون. ولله ما في السماوات وما في الأرض يغفر لمن يشاء ويعذب من يشاء والله غفور رحيم.,من شارك في غزوة بدر؟,آلاف من الملائكة
580,قد خلت من قبلكم سنن فسيروا في الأرض فانظروا كيف كان عاقبة المكذبين. هذا بيان للناس وهدى وموعظة للمتقين. ولا تهنوا ولا تحزنوا وأنتم الأعلون إن كنتم مؤمنين. إن يمسسكم قرح فقد مس القوم قرح مثله وتلك الأيام نداولها بين الناس وليعلم الله الذين آمنوا ويتخذ منكم شهداء والله لا يحب الظالمين. وليمحص الله الذين آمنوا ويمحق الكافرين. أم حسبتم أن تدخلوا الجنة ولما يعلم الله الذين جاهدوا منكم ويعلم الصابرين. ولقد كنتم تمنون الموت من قبل أن تلقوه فقد رأيتموه وأنتم تنظرون. وما محمد إلا رسول قد خلت من قبله الرسل أفإن مات أو قتل انقلبتم على أعقابكم ومن ينقلب على عقبيه فلن يضر الله شيئا وسيجزي الله الشاكرين.,ما هو فضل الجهاد في سبيل الله؟,أن تدخلوا الجنة
581,لا يستوي القاعدون من المؤمنين غير أولي الضرر والمجاهدون في سبيل الله بأموالهم وأنفسهم فضل الله المجاهدين بأموالهم وأنفسهم على القاعدين درجة وكلا وعد الله الحسنى وفضل الله المجاهدين على القاعدين أجرا عظيما. درجات منه ومغفرة ورحمة وكان الله غفورا رحيما.,ما هو فضل الجهاد في سبيل الله؟,فضل الله المجاهدين بأموالهم وأنفسهم على القاعدين درجة وكلا وعد الله الحسنى
582,لا يستوي القاعدون من المؤمنين غير أولي الضرر والمجاهدون في سبيل الله بأموالهم وأنفسهم فضل الله المجاهدين بأموالهم وأنفسهم على القاعدين درجة وكلا وعد الله الحسنى وفضل الله المجاهدين على القاعدين أجرا عظيما. درجات منه ومغفرة ورحمة وكان الله غفورا رحيما.,ما هو فضل الجهاد في سبيل الله؟,فضل الله المجاهدين على القاعدين أجرا عظيما
583,يا أيها الذين آمنوا اتقوا الله وابتغوا إليه الوسيلة وجاهدوا في سبيله لعلكم تفلحون. إن الذين كفروا لو أن لهم ما في الأرض جميعا ومثله معه ليفتدوا به من عذاب يوم القيامة ما تقبل منهم ولهم عذاب أليم. يريدون أن يخرجوا من النار وما هم بخارجين منها ولهم عذاب مقيم.,ما هو فضل الجهاد في سبيل الله؟,جاهدوا في سبيله لعلكم تفلحون
584,يا أيها الذين آمنوا من يرتد منكم عن دينه فسوف يأتي الله بقوم يحبهم ويحبونه أذلة على المؤمنين أعزة على الكافرين يجاهدون في سبيل الله ولا يخافون لومة لائم ذلك فضل الله يؤتيه من يشاء والله واسع عليم. إنما وليكم الله ورسوله والذين آمنوا الذين يقيمون الصلاة ويؤتون الزكاة وهم راكعون. ومن يتول الله ورسوله والذين آمنوا فإن حزب الله هم الغالبون.,ما هو فضل الجهاد في سبيل الله؟,يحبهم ويحبونه أذلة على المؤمنين أعزة على الكافرين
585,يا أيها الذين آمنوا من يرتد منكم عن دينه فسوف يأتي الله بقوم يحبهم ويحبونه أذلة على المؤمنين أعزة على الكافرين يجاهدون في سبيل الله ولا يخافون لومة لائم ذلك فضل الله يؤتيه من يشاء والله واسع عليم. إنما وليكم الله ورسوله والذين آمنوا الذين يقيمون الصلاة ويؤتون الزكاة وهم راكعون. ومن يتول الله ورسوله والذين آمنوا فإن حزب الله هم الغالبون.,ما هو فضل الجهاد في سبيل الله؟,لا يخافون لومة لائم
586,إن الذين آمنوا وهاجروا وجاهدوا بأموالهم وأنفسهم في سبيل الله والذين آووا ونصروا أولئك بعضهم أولياء بعض والذين آمنوا ولم يهاجروا ما لكم من ولايتهم من شيء حتى يهاجروا وإن استنصروكم في الدين فعليكم النصر إلا على قوم بينكم وبينهم ميثاق والله بما تعملون بصير. والذين كفروا بعضهم أولياء بعض إلا تفعلوه تكن فتنة في الأرض وفساد كبير. والذين آمنوا وهاجروا وجاهدوا في سبيل الله والذين آووا ونصروا أولئك هم المؤمنون حقا لهم مغفرة ورزق كريم. والذين آمنوا من بعد وهاجروا وجاهدوا معكم فأولئك منكم وأولو الأرحام بعضهم أولى ببعض في كتاب الله إن الله بكل شيء عليم.,ما هو فضل الجهاد في سبيل الله؟,مغفرة ورزق كريم
587,أجعلتم سقاية الحاج وعمارة المسجد الحرام كمن آمن بالله واليوم الآخر وجاهد في سبيل الله لا يستوون عند الله والله لا يهدي القوم الظالمين. الذين آمنوا وهاجروا وجاهدوا في سبيل الله بأموالهم وأنفسهم أعظم درجة عند الله وأولئك هم الفائزون. يبشرهم ربهم برحمة منه ورضوان وجنات لهم فيها نعيم مقيم. خالدين فيها أبدا إن الله عنده أجر عظيم.,ما هو فضل الجهاد في سبيل الله؟,أعظم درجة عند الله وأولئك هم الفائزون
